"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"P7ANZ3H6","book","2000","Vrij, Aldert","Detecting Lies and Deceit: The Psychology of Lying and the Implications for Professional Practice","","","","","","","2000","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","John Wiley & Sons","Chichester, UK","","","","","","","","bibtex: vrij_detecting_2000","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7AU44RV","conferencePaper","1997","Broder, Andrei Z.; Glassman, Steven C.; Manasse, Mark S.; Zweig, Geoffrey","Syntactic Clustering of the Web","Proceeding Selected papers from the sixth international conference on World Wide Web, (Santa Clara, California)","","","","","","1997-04","2016-08-16 16:43:38","2017-01-19 11:01:54","","1157–1166","","","","","","","","","","","Elsevier Science Publishers B. V.","Amsterdam, Netherlands","","","","","","","","bibtex: enslow_syntactic_1997","","","","#pj","","Enslow, Phillip H.; Genesereth, Mike; Patterson, Anna","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceeding Selected papers from the sixth international conference on World Wide Web","","","","","","","","","","","","","","",""
"P7BUZUK4","journalArticle","2007","Popescu, Ioan-Iovitz; Best, Karl-Heinz; Altmann, Gabriel","On the dynamics of word classes in text","Glottometrics","","","","","","2007","2016-08-16 16:43:38","2016-08-16 16:43:38","","58-71","","","14","","","","","","","","","","","","","","","","","bibtex: popescu_dynamics_2007","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7PRXGE7","conferencePaper","2005","Uzuner, Üzlem; Katz, Boris","Style Versus Expression in Literary Narratives","Proceedings of the Twenty-eighth Annual International ACM SIGIR Conference (SIGIR 2005) Workshop on Using Stylistic Analysis of Text for Information Access","","","","","","2005","2016-08-16 20:03:29","2017-01-09 08:41:08","","N/A","","","","","","","","","","","","Salvador","","","","","","","","---. Style Versus Expression in Literary Narratives. Proceedings of the Twenty-eighth Annual International ACM SIGIR Conference SIGIR 2005 Workshop on Using Stylistic Analysis of Text for Information Access, Salvador, Brazil, August 15-19, 2005.  bibtex: uzuner_style_2005","","","","#jr5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7S8J3C2","conferencePaper","2003","Peng, Fuchun","Language Independent Authorship Attribution using Character Level Language Models","Proceedings of the 10th Conference of the European Chapter of the Association for Computational Linguistics (EACL 2003)","","","","","","2003","2016-08-16 19:57:47","2017-01-07 20:52:53","","N/A","","","","","","","","","","","","","","","","","","","","Peng, Fuchun, et al. Language Independent Authorship Attribution using Character Level Language Models. In Proceedings of the 10th Conference of the European Chapter of the Association for Computational Linguistics EACL 2003, Budapest Hungary, April 12-17, 2003.  bibtex: peng_language_2003-1","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P7XU8IQK","bookSection","2008","Hoover, David L.","Quantitative Analysis and Literary Studies","A Companion to Digital Literary Studies","1-4051-0321-3","","","http://www.digitalhumanities.org/companion/view?docId=blackwell/9781405148641/9781405148641.xml&chunk.id=ss1-6-9&toc.depth=1&toc.id=ss1-6-9&brand=9781405148641_brand","","2008","2017-01-03 10:32:18","2017-01-04 09:52:24","","517-533","","","","","","","","","","","Blackwell","Oxford","en","","","","","","","bibtex: hoover_quantitative_2008","","","","recommended","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8FB3GZW","journalArticle","1996","Clark, Tom","A Passion for Statistics","Ventures","","","","","","1996","2016-08-16 19:43:22","2017-01-02 13:57:42","","19-21","","2","6","","","","","","","","","","","","","","","","","Clark, Tom. A Passion for Statistics. Ventures 6.2 1996: 19-21.  bibtex: clark_passion_1996","","","","#jr1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8IS99XP","conferencePaper","2011","Juola, Patrick; Ryan, Michael; Mehok, Michael","Geographically Localizing Tweets Using Stylometric Analysis","Proceedings of the American Association of Corpus Linguistics 2011","","","","","","2011","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","Atlanta, GA","","","","","","","","bibtex: juola_geographically_2011","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P8JT65J5","journalArticle","2003","Labbé, Dominique; Labbé, Cyril","La Distance Intertextuelle","Corpus","","","","","","2003","2016-08-16 19:57:47","2017-01-09 08:41:08","","N/A","","2","2","","","","","","","","","","","","","","","","","---. La Distance Intertextuelle. CORPUS II.2 2003: Electronic version, no pagination.  bibtex: labbe_distance_2003","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9FEKHMU","thesis","2007","Frantzeskou, Georgia","The Source Code Author Profile (SCAP) Method: An Empirical Software Engineering Approach","","","","","","","2007-11","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","Department of Information and Communication Systems, University of the Aegean","Mytilene, Greece","","","PhD Thesis","","","","","bibtex: frantzeskou_source_2007","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"P9H4NAA3","book","1960","Herdan, Gustav","Type-Token Mathematics: A Textbook of Mathematical Linguistics","","","","","","","1960","2016-08-16 19:58:11","2016-08-17 12:46:31","","","","","","","","","","","","","Mouton","The Hague","","","","","","","","---. Type-Token Mathematics: A Textbook of Mathematical Linguistics The Hague: Mouton, 1960.  bibtex: herdan_type-token_1960","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PACDHH8V","journalArticle","1993","Ayala, Francisco J.; Black, Bert","Science and the Courts","American Scientist","","","","","","1993","2016-08-16 19:43:22","2017-01-09 08:41:08","","230-239","","81","","","","","","","","","","","","","","","","","","Ayala, Francisco J., and Bert Black. Science and the Courts. American Scientist 81 1993: 230-239.  bibtex: ayala_science_1993","","","","#jr1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAITV88J","conferencePaper","2012","Rubin, Victoria L.; Vashchilko, Tatiana","Identification of Truth and Deception in Text: Application of Vector Space Model to Rhetorical Structure Theory","Proceedings of the Workshop on Computational Approaches to Deception Detection","","","","http://www.aclweb.org/anthology/W/W12/W12-0415","","2012","2016-08-16 16:43:38","2017-01-02 09:33:48","","97–106","","","","","","","","","","","Association for Computational Linguistics","Avignon, France","","","","","","","","bibtex: rubin_identification_2012","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAQEJRKV","journalArticle","1995","Balding, David J.; Donnelly, Peter","Inference in Forensic Identification","Journal of the Royal Statistical Society A","","","","","","1995","2016-08-16 19:59:29","2017-01-02 12:08:46","","21-53","","1","158","","","","","","","","","","","","","","","","","Balding, David J. and Peter Donnelly. Inference in Forensic Identification. Journal of the Royal Statistical Society A 158.1 1995: 21-53.  bibtex: balding_inference_1995","","","","#jr3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PAVRQX3T","journalArticle","1888","Mascol, Conrad","Curves of Pauline and Pseudo-Pauline Style - II","Unitarian Review","","","","","","1888","2016-08-16 19:57:47","2017-01-07 18:03:54","","439-546","","","30","","","","","","","","","","","","","","","","","Mascol, Conrad. Curves of Pauline and Pseudo-Pauline Style - II. Unitarian Review 30 1888: 439-546.  bibtex: mascol_curves_1888-1","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBD77AAW","conferencePaper","2011","Shi, Elaine; Niu, Yuan; Jakobsson, Markus; Chow, Richard","Implicit authentication through learning user behavior","Proceedings of the 13th international conference on Information security","978-3-642-18177-1","","","http://dl.acm.org/citation.cfm?id=1949317.1949329","","2011","2016-08-16 16:43:38","2016-08-16 16:43:38","","99–113","","","","","","","ISC'10","","","","Springer-Verlag","Berlin, Heidelberg","","","","","","","","bibtex: shi_implicit_2011","","","","#pj; behavior modelling; implicit authentication; security; usability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PBS4RXCD","conferencePaper","2006","Arwin, Christian; Tahaghoghi, Seyed M. M.","Plagiarism Detection across Programming Languages","ACSC '06 Proceedings of the 29th Australasian Computer Science Conference, (Hobart, Australia)","","","","http://dl.acm.org/citation.cfm?id=1151730","","2006-01","2016-08-16 16:43:38","2017-01-15 19:42:25","","277–286","","","","","","","","","","","Australian Computer Society","Darlinghurst, Australia","","","","","","","","bibtex: arwin_plagiarism_2006","","","","#pj","","Estivill-Castro, Vladimir; Dobbie, Gillian","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","ACSC '06 Proceedings of the 29th Australasian Computer Science Conference","","","","","","","","","","","","","","",""
"PBZKRBNG","journalArticle","2002","Stevens, Kenneth; Jamieson, Rodger","The Introduction and Assessment of Three Teaching Tools (WebCT, Mindtrail, EVE) into a Post Graduate Course","Journal of Information Technology Education","","1539-3585/1547-9714","","","","2002-12","2016-08-16 16:43:38","2017-01-08 14:17:26","","233–252","","4","1","","","","","","","","","","","","","","","","","bibtex: stevens_introduction_2002","","","","#pj","","Lowry, Glenn","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PC4AZ3IK","conferencePaper","2014","Hasanaj, Belinda; Purnell, Erin; Juola, Patrick","Cross-linguistic Transference of Authorship Attribution","Proceedings of the International Quantitative Linguistic Conference (QUALICO)","","","","","","2014","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","","","","","","","","","","bibtex: hasanaj_cross-linguistic_2014","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCCN84DC","journalArticle","1995","Laffal, Julius","A Concept Analysis of Jonathan Swift's A Tale of a Tub and Gulliver's Travels","Computers and the Humanities","","","","","","1995","2016-08-16 19:57:47","2017-01-05 13:19:27","","339-361","","5","29","","","","","","","","","","","","","","","","","Laffal, Julius. A Concept Analysis of Jonathan Swift's A Tale of a Tub and Gulliver's Travels. Computers and the Humanities 29 1995: 339-361.  bibtex: laffal_concept_1995","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCCSDI9D","journalArticle","2002","Ortuno, Miguel; Carpena, Pedro; Bernaola-Galván, Pedro; Munoz, Enrique; Somoza, Andrés M.","Keyword detection in natural languages and DNA","EPL (Europhysics Letters)","","","","","","2002","2016-12-15 15:54:33","2017-01-09 08:41:08","","759 - 764","","5","57","","","","","","","","","","","","","","","","","bibtex: ortuno_keyword_2002-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCH2AXGR","newspaperArticle","1980","Iqbal, Farkhund","Israeli Prof Says Only One Wrote Genesis","Pittsburgh Press","","","","","","1980-01-02","2016-08-16 19:48:06","2017-01-04 17:04:22","","","","","","","","","","","","","","","","","","","","","","Israeli Prof Says Only One Wrote Genesis. Pittsburgh Press, 2 January 1980.  bibtex: iqbal_israeli_1980","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PCK8U6R2","conferencePaper","2012","Elkins, Aaron; Derrick, Douglas; Gariup, Monica","The Voice and Eye Gaze Behavior of an Imposter: Automated Interviewing and Detection for Rapid Screening at the Border","Proceedings of the Workshop on Computational Approaches to Deception Detection, (Avignon, France)","","","","http://www.aclweb.org/anthology/W/W12/W12-0408","","2012-04","2016-08-16 16:43:38","2017-01-23 10:14:16","","49–54","","","","","","","","","","","Association for Computational Linguistics","Stroudsburg, PA","","","","","","","","bibtex: elkins_voice_2012","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of the Workshop on Computational Approaches to Deception Detection","","","","","","","","","","","","","","",""
"PCNQAJQJ","conferencePaper","2005","Argamon, S.; Levitan, S.","Measuring the Usefulness of Function Words for Authorship Attribution","Proceedings of ACH/ALLC 2005, (Victoria, BC)","","","","","","2005","2016-08-16 16:43:38","2017-01-15 19:22:43","","33-34","","","","","","","","","","","Association for Computing and the Humanities","Victoria, BC","","","","","","","","bibtex: argamon_measuring_2005","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of ACH/ALLC 2005","","","","","","","","","","","","","","",""
"PD6XMF5F","thesis","1972","Adams, Larry La Mar","A Statistical Analysis of the Book of Isaiah in Relation to the Isaiah Problem","","","","","","","1972","2016-08-16 19:48:06","2017-01-04 20:20:24","","","","","","","","","","","","","Brigham Young University","Provo, UT","","","Ph. D. Thesis","","","","","---. A Statistical Analysis of the Book of Isaiah in Relation to the Isaiah Problem. Diss. Brigham Young University 1972.  bibtex: adams_statistical_1972","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDNMZC5N","document","2004","Scholer, Falk","COSC2108/2109 Search Engines Lecture Notes — Query Evaluation","","","","","","","2004-02","2016-08-16 16:43:38","2017-01-02 21:53:39","","","","","","","","","","","","","","","","","","","","","","bibtex: scholer_cosc2108/2109_2004","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDVTMSAR","conferencePaper","1999","Eckert, M.; Strube, M.","Resolving Discourse Deitic Anaphora in Dialogues","EACL '99 Proceedings of the ninth conference on European chapter of the Association for Computational Linguistics, (Bergen, Norway)","","","","","","1999","2016-08-16 16:43:38","2017-01-22 20:01:57","","37–44","","","","","","","","","","","ACL","Stroudsburg, PA","","","","","","","","bibtex: eckert_resolving_1999","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","EACL '99 Proceedings of the ninth conference on European chapter of the Association for Computational Linguistics","","","","","","","","","","","","","","",""
"PDXAI58M","journalArticle","2013","Eder, Maciej; Rybicki, Jan","Do birds of a feather really flock together, or how to choose training samples for authorship attribution","Literary and Linguistic Computing","","0268-1145, 1477-4615","10.1093/llc/fqs036","http://llc.oxfordjournals.org/content/28/2/229","","2013-06-01","2017-01-03 10:41:30","2017-01-03 14:06:44","2013-06-12 07:03:39","229-236","","2","28","","Lit Linguist Computing","","","","","","","","en","","","","","llc.oxfordjournals.org","","bibtex: eder_birds_2013","","","","MachineLearning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PDXNVB9P","journalArticle","1999","Plunkett, Kim; Juola, Patrick","A Connectionist Model of English Past Tense and Plural Morphology","Cognitive Science","","03640213","10.1207/s15516709cog2304_4","http://doi.wiley.com/10.1207/s15516709cog2304_4","","1999-10","2016-09-26 16:10:28","2017-01-09 08:41:08","2016-09-26 16:10:28","463-490","","4","23","","","","","","","","","","en","","","","","CrossRef","","bibtex: plunkett_connectionist_1999-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEJD3AUG","journalArticle","1982","Milic, Louis T.","The Annals of Computing: Stylistics","Computers and the Humanities","","","","http://www.jstor.org/stable/30204721","","1982","2016-08-16 19:58:11","2017-01-07 19:33:49","","19-24","","1","16","","","","","","","","","","en","","","","","","","Milic, Louis T. The Annals of Computing: Stylistics. CHum 16 1982: 19-24.  bibtex: milic_annals_1982","","","","#jr4; style","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEKM3Q3J","conferencePaper","2005","Uzuner, Özlem; Katz, Boris","A comparative study of language models for book and author recognition","International Conference on Natural Language Processing","3-540-29172-5","","","","","2005","2016-12-19 16:14:53","2017-01-09 08:41:08","","969-980","","","","","","","","","","","Springer","","","","","","","","","bibtex: uzuner_comparative_2005-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEKX8MRP","bookSection","2006","Strauss, Udo; Grzybek, Peter; Altmann, Gabriel","Word Length and Word Frequency","Contributions to the Science of Text and Language: Word Length Studies and Related Issues","","","","","","2006","2016-08-16 19:58:11","2017-01-09 08:41:08","","277-293","","","","","","","","","","","Springer","Dordrecht","","","","","","","","Strauss, Udo, Peter Grzbek, and Gabriel Altmann. Word Length and Word Frequency. In Contributions to the Science of Text and Language: Word Length Studies and Related Issues. Ed. Peter Grzybek. Dordrecht: Springer, 2006. pp. 277-293.  bibtex: strauss_word_2006","","","","#jr4","","Grzybek, Peter","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PEZAIRT3","bookSection","1984","Gustavsson, Sven","Lexemes Versus Different Word Forms in TTR Studies of Authorship","The Authorship of the Quiet Don","","","","","","1984","2016-08-16 19:48:06","2017-01-04 09:48:27","","99-120","","","","","","","","","","","Solum Forlag A.S.","Oslo","","","","","","","","Gustavsson, Sven. Lexemes Versus Different Word Forms in TTR Studies of Authorship. In The Authorship of The Quiet Don. Geir Kjetsaa et al. Oslo: Solum Forlag A.S. 1984. pp.99-120.  bibtex: gustavsson_lexemes_1984","","","","#jr2","","Kjetsaa, Geir","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF4JBT3I","conferencePaper","2008","Greenstadt, Rachel; Beal, Jacob","Cognitive security for personal devices","Proceedings of the 1st ACM workshop on Workshop on AISec","978-1-60558-291-7","","http://doi.acm.org.ezproxy2.library.drexel.edu/10.1145/1456377.1456383","http://doi.acm.org.ezproxy2.library.drexel.edu/10.1145/1456377.1456383","","2008","2016-08-16 16:43:38","2017-01-09 08:41:08","","27–30","","","","","","","AISec '08","","","","ACM","New York, NY, USA","","","","","","","","bibtex: greenstadt_cognitive_2008","","","","#pj; artificial intelligence; authentication; biometrics; security automation","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF7BS67K","journalArticle","2015","Ellis, Charles; Holt, Yolanda F.; West, Thomas","Lexical diversity in Parkinson's disease","Journal of Clinical Movement Disorders","","","10.1186/s40734-015-0017-4","http://www.clinicalmovementdisorders.com/content/pdf/s40734-015-0017-4.pdf","","2015","2016-08-16 16:43:38","2016-08-16 16:43:38","","1-6","","5","2","","","","","","","","","","","","","","","","","bibtex: ellis_lexical_2015","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PF7VN37X","conferencePaper","1997","Juola, Patrick","A Numerical Analysis of Cultural Context in Translation","Proceedings of the Second European Conference on Cognitive Science","","","","","","1997","2016-08-16 16:43:38","2017-01-09 08:41:08","","207–210","","","","","","","","","","","","Manchester, UK","","","","","","","","bibtex: juola_numerical_1997","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFGMX9D8","conferencePaper","2010","Kim, Sangkyum; Kim, Hyungsul; Weninger, Tim; Han, Jiawei","Authorship Classification: A Syntactic Tree Mining Approach","Proceedings of UP'10","","","","","","2010","2016-08-16 19:57:47","2017-01-01 20:43:11","","65-73","","","","","","","","","","","","","","","","","","","","Kim, Sangkyum, Hyungsul Kim, Tim Weninger, and Jiawei Han. Authorship Classification: A Syntactic Tree Mining Approach. Proceedings of UP'10. July 25, 2010, Washington, DC. pp. 65-73.  bibtex: kim_authorship_2010","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFQ34MD7","conferencePaper","2012","Narayanan, Arvind; Paskov, Hristo; Gong, Neil Zhenqiang; Bethencourt, John; Stefanov, Emil; Shin, Eui Chul Richard; Song, Dawn","On the feasibility of internet-scale author identification","2012 IEEE Symposium on Security and Privacy","1-4673-1244-4","","","","","2012","2016-12-15 15:17:03","2017-01-09 08:41:08","","300-314","","","","","","","","","","","IEEE","","","","","","","","","bibtex: narayanan_feasibility_2012-1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFRS3F65","journalArticle","2003","Hoad, Timothy C.","Methods for Identifying Versioned and Plagiarised Documents","American Society for Information Science and Technology","","","","","","2003","2016-08-16 19:58:11","2017-01-04 16:49:27","","203-215","","3","54","","","","","","","","","","","","","","","","","Hoad, Timothy C. Methods for Identifying Versioned and Plagiarised Documents. American Society for Information Science and Technology 54.3 2003: 203-215.  bibtex: hoad_methods_2003","","","","#jr4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFSE9F2S","bookSection","1969","Kondratov, A. M.","Information Theory and Poetics: The Entropy of Russian Speech Rythm","Statistics and Style","","","","","","1969","2016-08-16 19:58:11","2017-01-04 10:29:08","","113-121","","","","","","","","","","","American Elsevier","New York","","","","","","","","Kondratov, A. M. Information Theory and Poetics: The Entropy of Russian Speech Rythm. In Statistics and Style Eds. Lubomir Dolezel and Richard W. Bailey. New York: American Elsevier, 1969. 113-121.  bibtex: kondratov_information_1969","","","","#jr4","","Doležel, Lubomir; Bailey, Richard W.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PFTMXHXD","conferencePaper","2012","McDonald, Andrew W.E.; Afroz, Sadia; Caliskan, Aylin; Stoler, Ariel; Greenstadt, Rachel","Using Fewer Instances of the Letter `I': Toward Writing Style Anonymization","33 Conference on IEEE Symposium Security and Privacy, IEEE","","","","","","2012","2016-08-16 19:57:47","2017-01-01 21:44:03","","N/A","","","","","","","","","","","","","","","","","","","","McDonald, Andrew W.E., Sadia Afroz, Aylin Caliskan, Ariel Stolerman, and Rachel Greenstadt. Using Fewer Instances of the Letter `I': Toward Writing Style Anonymization. Paper presented at 33 Conference on IEEE Symposium Security and Privacy, IEEE 3 2012. http://www.cs.drexel.edu/ sa499/Papers/anonymouth.pdf// Accessed June 8, 2012.  bibtex: mcdonald_using_2012","","","","#jr6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PG2NBIIK","conferencePaper","2011","Ishihara, Shunichi","A Forensic Authorship Classification in SMS Messages: A Likelihood Ratio Based Approach Using N-gram","Proceedings of Australasian Language Technology Association Workshop","","","","","","2011","2016-08-16 19:48:06","2017-01-04 17:08:30","","47-56","","","","","","","","","","","","","","","","","","","","Ishihara, Shunichi. A Forensic Authorship Classification in SMS Messages: A Likelihood Ratio Based Approach Using N-gram. In Proceedings of Australasian Language Technology Association Workshop. pp. 47-56.  bibtex: ishihara_forensic_2011","","","","#jr2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGQMURV6","conferencePaper","2013","Labbé, Cyril; Labbé, Dominique","Lexicométrie: quels outils pour les sciences humaines et sociales?","Usages de la lexicométrie en sociologie","","","","","","2013","2017-01-05 13:16:01","2017-01-05 13:16:01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PGTFH396","book","1984","Lafon, Pierre","Dépouillements et statistiques en lexicométrie","","","","","","","1984","2017-01-12 16:46:39","2017-01-12 16:47:13","","","","","","","","","","","","","Slatkine / Champion","Genève / Paris","fre","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PH9FGI6Q","journalArticle","2015","Eder, Maciej","Rolling stylometry","Digital Scholarship in the Humanities","","2055-7671, 2055-768X","10.1093/llc/fqv010","http://dsh.oxfordjournals.org/content/early/2015/04/06/llc.fqv010","","2015-04","2017-01-06 18:03:52","2017-01-06 18:14:31","2015-11-27","457-469","","3","31","","","","","","","","","","","Digital Scholarship in the Humanities © The Author 2015. Published by Oxford University Press on behalf of EADH. All rights reserved. For Permissions, please email: journals.permissions@oup.com","","","","","","bibtex: eder_rolling_2015","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PHCQFUJ2","conferencePaper","2006","Abbasi, A.; Chen, H.","Visualizing Authorship for Identification","4th IEEE Symposium on Authorship and Security Informatics, San Diego, CA (ISI 2006, LNCS 3975)","","","","","","2006","2016-08-16 16:43:38","2017-01-06 13:13:14","","60-71","","","","","","","","","","","Springer","Berlin / New York","","","","","","","","bibtex: abbasi_visualizing_2006","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4th IEEE Symposium on Authorship and Security Informatics","","","","","","","","","","","","","","",""
"PHHTSTFZ","book","2004","Carr, Francis","Who Wrote Don Quixote?","","","","","","","2004","2016-08-16 16:43:38","2016-08-16 16:43:38","","","","","","","","","","","","","Xlibris Corporation","London","","","","","","","","bibtex: carr_who_2004","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI5T8BNH","journalArticle","2004","Malesky, L. Alvin, Jr.; Ennis, Liam","Supportive Distortions: An Analysis of Posts on a Pedophile Internet Message Board","Journal of Addiction & Offender Counseling","","","","","","2004","2016-08-16 16:43:38","2017-01-07 17:50:00","","92–100","","2","24","","","","","","","","","","","","","","","","","bibtex: malesky_supportive_2004","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI659M8G","document","1999","Ramakrishnan, K. K.; Floyd, S.","A Proposal to Add Explicit Congestion Notification (ECN) to IP","","","","","","","1999-01","2016-08-16 16:43:38","2017-01-02 21:52:06","","","","","","","","","","","","","","","","","","","","","","Published: RFC 2481  bibtex: ramakrishnan_proposal_1999","","","","#pj","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PI9DQPN9","conferencePaper","2016","Schöch, Christof; Schlör, Daniel; Popp, Stefanie; Brunner, Annelen; Henny, Ulrike; Calvo Tello, José","Straight Talk! Automatic Recognition of Direct Speech in Nineteenth-Century French Novels","Digital Humanities 2016: Conference Abstracts","","","","http://dh2016.adho.org/abstracts/31","","2016","2017-01-11 12:46:19","2017-01-11 13:43:37","","346-353","","","","","","","","","","","Jagiellonian University and Paedagocial University","Kraków","eng","","","","","","","","","","","cligs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Digital Humanities","","","","","","","","","","","","","","",""
